Business ID,Name,Address,Coordinates,Number of Reviews,Rating,Zip Code
pb_cHcy8D8UC-jQ-Q524ug,Som Bo,143 8th Ave,"{'latitude': 40.74192, 'longitude': -74.00136}",267,4.0,10011
mDajKjZjRN4tVGEJFOgF9w,Wok 88,1570 3rd Ave,"{'latitude': 40.78042, 'longitude': -73.95322}",334,3.5,10128
qH8PVeddtVs9cKN2pwgdkQ,Hwa Yuan,42 E Broadway,"{'latitude': 40.7137, 'longitude': -73.99598}",448,4.0,10002
xCHApgtkLpEyh0lz-uhZvg,Szechuan Garden,239 W 105th St,"{'latitude': 40.80053, 'longitude': -73.967586}",374,4.0,10025
rGUv1nNmsvy2jOlZtbaOpw,Dimsum Garden,338 Lexington Ave,"{'latitude': 40.74979, 'longitude': -73.97743}",67,4.5,10016
wdGMVLUzocmnl2tST0lheg,YunShang Rice Noodle House,53 Bayard St,"{'latitude': 40.71525, 'longitude': -73.99765}",306,4.0,10013
bDsXyYwzk4I9_7l51D_gaA,Cafe Evergreen,1367 1st Ave,"{'latitude': 40.76891, 'longitude': -73.9556}",212,3.5,10021
gvOe1TLb8hZgx0naC9LYpw,Sei Less,156 W 38th St,"{'latitude': 40.75314, 'longitude': -73.98814}",200,4.0,10018
0WDHtP31HeVY0LP8INiFzQ,Rice Noodle Cart,153 Centre St,"{'latitude': 40.717931, 'longitude': -74.000283}",163,4.5,10013
s25mujxKWphsyFm0Ji1xYA,Mr Chow,324 E 57th St,"{'latitude': 40.7588502019644, 'longitude': -73.9643376320601}",435,3.0,10022
vZgJyMZlpSSS_Y-duxd4_A,Kings Co Imperial,20 Skillman Ave,"{'latitude': 40.71512, 'longitude': -73.95097}",394,4.0,11211
c1HgKFOT4Cc7TqWQD5mQBQ,Cheong Fun Cart,159 Hester St.,"{'latitude': 40.7176279773311, 'longitude': -73.9963736857056}",132,4.5,10013
