Business ID,Name,Address,Coordinates,Number of Reviews,Rating,Zip Code
p5i3ZkklWtMykVTODHmO5A,Five Guys,43 W 55th St,"{'latitude': 40.762546, 'longitude': -73.976704}",319,3.5,10019
6ZIfKJpnZ465jN-diiwrzA,Feile,131 W 33rd St,"{'latitude': 40.74987, 'longitude': -73.98975}",299,3.5,10001
5Iq46XSngo4RoUAedDxK5g,Compton's,30-02 14th St,"{'latitude': 40.77086, 'longitude': -73.930221}",207,4.0,11102
QTVaZDiFElJ-d8vqd0DWww,Emmy Squared Pizza - Upper East Side,1426 3rd Ave,"{'latitude': 40.77564, 'longitude': -73.9565}",247,4.0,10028
rPy1rO3KEsSiVO0DXfDN3g,Layaly Cafe,4409 Broadway,"{'latitude': 40.7574149828242, 'longitude': -73.9153653450743}",187,4.5,11103
eDfJOJcQynmEjSoVfmJkqg,Mel's Burger Bar,1450 Second Ave,"{'latitude': 40.771, 'longitude': -73.95636}",399,3.5,10021
GoxvwD8A3v6ztNSY8hcrXA,The Alvin Public House,406 E 64th St,"{'latitude': 40.762295, 'longitude': -73.959222}",73,4.5,10065
H9Kfi-VOagc61rFWrYACbw,Lucky's Famous Burgers,370 W 52nd St,"{'latitude': 40.7644959, 'longitude': -73.9876164}",414,3.5,10019
C6780ajPevMEhiQlu9zYnw,Cafe Archetypus,266 Old River Rd,"{'latitude': 40.809473, 'longitude': -73.99067}",655,4.0,07020
4YeKYQoZHCx2xkbjmNhMbA,Burger One,1150 Lexington Ave,"{'latitude': 40.7752780616283, 'longitude': -73.9587344974279}",210,4.0,10075
3axYlGbF2M-rHjz0uhKFcg,Whitmans Hudson Yards,331 10th Ave,"{'latitude': 40.75173481553854, 'longitude': -74.00146209413181}",285,4.0,10001
o4SxKXs2GmAp9R4Oi74_MQ,7th Street Burger,364 3rd Ave,"{'latitude': 40.74115036458325, 'longitude': -73.98184169598186}",62,4.5,10016
nfZUADLfijRalf1kknJJCw,Emmy Squared Pizza - East Village ,83 1st Ave,"{'latitude': 40.72598, 'longitude': -73.98672}",358,4.0,10003
LGJpNThRpqMURArl9fl7dg,Left Bank Burger Bar,194 Newark Ave,"{'latitude': 40.72182, 'longitude': -74.04619}",841,4.0,07302
i8h1ghJN7NdZmvIE3T6-yg,Kyuramen - Long Island City,27-17 42nd Rd,"{'latitude': 40.7494198, 'longitude': -73.9402295}",127,4.5,11101
IbB_7AxWQtDFW1iKnoD1Ug,BK JANI,679 Grand St,"{'latitude': 40.71165, 'longitude': -73.94529}",409,4.0,11211
lFGWnF5Af8CwrbcvT27AuA,Bareburger - Long Island City,48-19 Vernon Blvd,"{'latitude': 40.7434658490952, 'longitude': -73.9536568181867}",364,3.5,11101
EgA4cDUfqMVdGdwje_ZmdA,Petey's Burger,46-46 Vernon Blvd,"{'latitude': 40.7455897849882, 'longitude': -73.953265911429}",293,3.5,11101
HScFap2SwbUlfC-QXVkxFA,Xi'an Famous Foods,37 W 43rd,"{'latitude': 40.755136, 'longitude': -73.982194}",1685,4.0,10036
-6tSx9IXwt1btreBtcyZ0g,Würstbar,516 Jersey Ave,"{'latitude': 40.72038, 'longitude': -74.04648}",463,4.5,07302
WZ0oP9yLxgSPMjXfDQtUig,7th Street Burger,1603 2nd Ave,"{'latitude': 40.77616, 'longitude': -73.95321}",87,4.5,10028
Y1sLUSnksXqjNgA3Mcx-yQ,DuMont Burger,314 Bedford Ave,"{'latitude': 40.71366, 'longitude': -73.96198}",775,3.5,11211
8mmM20X369_Do04kW7-TTA,Holy Cow,34 Canal St,"{'latitude': 40.7143638, 'longitude': -73.9906935}",316,4.0,10002
AfF4zVbVI27zwgkzOLYDFg,Xi'an Famous Foods,648 Manhattan Ave,"{'latitude': 40.7243301734731, 'longitude': -73.9509299397469}",257,4.0,11222
GW42yOQB6G97Pc0KujI3lA,Donovan's Pub,57-24 Roosevelt Ave,"{'latitude': 40.745232, 'longitude': -73.906887}",477,4.0,11377
NQaxnwR-up5AwBpSfDbFkQ,Burger Mania,274 W 40th St,"{'latitude': 40.75576, 'longitude': -73.99052}",51,4.5,10018
0on-dzMpBki-qDa18pjF5A,Lucky's Famous Burgers,264 W 23rd St,"{'latitude': 40.744938, 'longitude': -73.9982384}",337,3.5,10011
uT9AowKJcAN59Mteud36lA,Shake Shack,409 Fulton St,"{'latitude': 40.6920881, 'longitude': -73.9888694}",907,4.0,11201
xdiA7k9sfNvlexgxyEP_mQ,Jackson Hole,6935 Astoria Blvd N,"{'latitude': 40.767524, 'longitude': -73.899296}",615,4.0,11370
Uw-NC49hhjGo-kmPArHDlw,Jack Demsey's,36 W 33rd St,"{'latitude': 40.7483251, 'longitude': -73.9869592}",267,3.5,10001
ztgJJSidCZCNfGv1OMq0sQ,Tony Dragon's Grille,47Th St And 2nd Ave,"{'latitude': 40.75301, 'longitude': -73.9699}",29,5.0,10017
0gndpfi58MSCVjcFaKYWag,Creamline,"75 9th Ave, Chelsea Market","{'latitude': 40.7426136986425, 'longitude': -74.0057623780487}",379,3.5,10011
vNPFbYK3KeplZHr_0rRfSw,Zaad Restaurants,963 Amsterdam Ave,"{'latitude': 40.801181, 'longitude': -73.9648225}",87,4.5,10025
opyY8Zk2RqiwLu9SzkQXJA,Harlem Shake,100 W 124th St,"{'latitude': 40.8070988060148, 'longitude': -73.9464158056276}",1138,3.5,10027
1o7Z7uqwGfXmHnUZxW48Ug,THE HUNTRESS whiskey n' wings,24-03 41st Ave,"{'latitude': 40.7525625982243, 'longitude': -73.9395872725611}",225,4.0,11101
me1IBLFIImlQsafNPvMKdQ,Snowdonia,32-01 35th Ave,"{'latitude': 40.7578, 'longitude': -73.9275}",296,4.0,11106
K6ik5ceZaea55wXnmHWz0Q,Bliss 46 Bistro,43-46 46th St,"{'latitude': 40.743589, 'longitude': -73.918805}",234,4.0,11104
xiEBdZ8z5KY21Vw2pY2fJQ,Two 8 Two Bar & Burger,282 Atlantic Ave,"{'latitude': 40.688536, 'longitude': -73.989728}",722,4.0,11201
OzTV2KPKRNToqFHqrswbkQ,Parker,6504 Park Ave,"{'latitude': 40.78953, 'longitude': -74.00531}",90,4.5,07093
0d9H27ztGyGHMENp2afAqA,Xi'an Famous Foods,26-19 Jackson Ave,"{'latitude': 40.7475637, 'longitude': -73.9417967}",156,4.0,11101
vR-5C0Evdi7H58vvRjyS2Q,Jerrell’s BETR BRGR,117 6th Ave,"{'latitude': 40.72387, 'longitude': -74.00491}",119,4.5,10013
ymYhC5m27bUDe16ynByq7g,SVL Souvlaki Bar,"3018 Astoria Blvd, Ste B","{'latitude': 40.769956616595195, 'longitude': -73.91847404744557}",260,4.0,11102
1S4fWVSHd5w8SgoqsfIDJQ,Bareburger - Ditmars,23-01 31st St,"{'latitude': 40.77407, 'longitude': -73.91278}",460,3.5,11105
aaw2prW-iM0bGNCQxVh5YA,Bareburger - Edgewater,78 The Promenade,"{'latitude': 40.806112, 'longitude': -73.988148}",635,3.5,07020
8TEx2Za-zM_pP5MU1t8HxQ,Arte Cafe,106 W 73rd St,"{'latitude': 40.778494, 'longitude': -73.978869}",725,3.0,10023
